 Node ID, Tensor(Element Stresses (2D & 3D)),
7978,-3.936E-01 2.505E-01 -3.649E+01 -3.988E-01 -4.852E+00 -1.058E-01 ,
7979,-2.302E-01 -4.451E-01 -1.406E+00 -4.232E-01 -8.571E+00 5.071E-03 ,
7980,2.078E+00 2.088E+00 6.544E+00 -6.063E-01 -7.100E+00 -3.946E-01 ,
7981,-1.772E-01 -2.871E-01 1.420E+01 -4.699E-01 -8.476E+00 2.556E-01 ,
7982,7.471E+00 4.224E+00 4.732E+01 -5.763E-01 -6.971E+00 -2.853E+00 ,
7983,-4.819E-01 5.893E+00 1.063E+00 6.323E-01 -4.586E+00 4.116E-02 ,
7984,-3.122E-02 -9.959E-01 -1.262E+01 3.249E-01 -3.744E+00 -1.086E-01 ,
7985,1.423E+00 6.382E-01 4.227E+01 6.567E-01 -4.842E+00 8.739E-02 ,
7986,-1.434E-01 -4.694E-01 1.125E+01 6.305E-02 -8.926E+00 -2.388E-01 ,
7987,-5.539E-03 -1.230E-01 -2.640E+01 3.545E-01 -6.470E+00 3.943E-01 ,
7988,-1.136E+01 -6.849E+00 -4.471E+01 -1.842E-01 -8.519E+00 1.558E+00 ,
7989,1.898E-02 -1.690E-01 8.972E+00 -2.113E-01 -9.331E+00 1.263E-01 ,
7990,-8.163E-03 -6.388E-01 3.975E+00 -1.325E-01 -1.086E+01 4.091E-02 ,
7991,1.291E+00 1.519E+01 4.501E+00 2.337E-01 -1.166E+01 9.481E-01 ,
7992,9.265E+00 5.266E+00 3.855E+01 8.332E-02 -8.720E+00 3.994E-01 ,
7993,-9.710E-01 2.973E+00 1.896E+00 -7.328E-02 -4.165E+00 1.828E-03 ,
7994,-3.733E-02 -1.371E-01 1.318E+01 -1.610E-02 -6.129E+00 -5.776E-01 ,
7995,3.713E-01 1.295E-02 2.614E+01 -2.965E-02 -4.033E+00 6.843E-01 ,
7996,1.174E-01 -1.850E-01 -2.486E+01 9.503E-02 -4.738E+00 1.403E-01 ,
7997,-1.790E+00 -1.874E+00 -9.768E+00 9.952E-01 -7.500E+00 -7.078E-01 ,
7998,1.847E-01 -2.530E-01 2.071E+01 3.642E-02 -5.410E+00 -6.367E-01 ,
7999,5.298E-02 -7.850E-01 8.270E+00 6.885E-02 -9.767E+00 -1.360E-01 ,
8000,-1.064E+00 -4.777E-01 -7.579E+00 7.163E-01 -2.091E+00 7.041E-01 ,
8001,-9.043E-01 8.318E-02 -4.659E+01 3.345E-01 -3.736E+00 2.650E-01 ,
8002,-2.213E-01 -1.174E+00 -1.147E+01 -5.215E-01 -3.062E+00 1.197E-01 ,
8003,-1.584E-01 -5.522E-02 -2.782E+01 1.328E-01 -4.811E+00 1.017E-01 ,
8004,-9.292E+00 -3.302E+00 -5.259E+01 -4.139E-01 -6.669E+00 2.778E+00 ,
8005,3.707E-01 -2.436E-01 4.158E+01 -4.413E-01 -4.188E+00 3.971E-01 ,
8006,3.698E-01 7.463E-02 3.225E+01 -1.264E-01 -5.013E+00 5.885E-01 ,
8007,2.111E-01 -1.632E-01 1.786E+01 -1.645E-02 -5.852E+00 5.916E-01 ,
8008,-6.189E-01 2.805E+00 -1.226E+00 -7.501E-01 -4.794E+00 -1.410E+00 ,
8009,-3.282E+00 1.722E+00 -4.964E+00 -9.262E-02 -2.106E+00 -6.480E-02 ,
8010,-1.164E-01 -4.443E-01 -2.236E+01 -8.668E-02 -5.628E+00 -8.211E-02 ,
8011,-4.580E-01 -1.026E+00 -1.531E+01 -2.993E-01 -2.591E+00 -2.900E-03 ,
8012,1.762E-01 -2.793E-01 2.152E+01 1.050E-01 -5.547E+00 -4.364E-01 ,
8013,1.184E+00 1.101E-02 4.665E+01 -3.333E-01 -3.461E+00 1.241E-01 ,
8014,2.286E+00 1.463E+00 3.527E+01 9.091E-01 -6.894E+00 8.789E-01 ,
8015,-9.789E-01 -1.031E+00 -4.096E+00 -8.915E-01 -7.903E+00 3.359E-01 ,
8016,1.448E+00 1.457E-02 4.524E+01 -2.502E-01 -3.965E+00 3.153E-01 ,
8017,5.554E-02 -2.216E-01 7.445E+00 2.044E-02 -1.042E+01 1.565E-01 ,
8018,1.065E+01 3.034E+00 5.538E+01 -4.169E-01 -6.516E+00 -1.760E+00 ,
8019,-4.143E-02 -5.677E-01 -1.911E+01 8.298E-02 -5.756E+00 9.028E-02 ,
8020,-1.270E+00 -1.000E+00 -1.518E+01 2.367E-01 -1.353E+00 1.905E-01 ,
8021,-4.285E-01 -6.704E-01 -2.392E+01 1.199E+00 -7.359E+00 2.254E-01 ,
8022,1.137E-01 -9.907E-01 -1.129E+01 -2.085E-01 -6.461E+00 4.197E-02 ,
8023,7.609E-01 1.318E+01 4.499E+00 -5.162E-01 -1.201E+01 -5.622E-01 ,
8024,-1.476E-01 1.594E-01 1.069E+01 4.697E-02 -6.655E+00 5.714E-01 ,
8025,1.572E+00 1.524E+01 2.584E+00 6.017E-02 -1.026E+01 1.545E-01 ,
8026,1.325E-02 -7.121E-01 1.021E+01 -1.203E-01 -9.326E+00 1.512E-01 ,
8027,1.324E+00 -9.375E-02 4.138E+01 2.867E-01 -4.323E+00 -2.427E-01 ,
8028,5.388E-02 -2.049E-01 1.887E+01 -2.910E-02 -3.899E+00 -7.754E-01 ,
8029,9.730E-02 4.974E+00 3.825E+00 -1.820E-01 -1.145E+01 6.124E-02 ,
8030,-2.631E-04 -4.412E-01 5.660E+00 3.046E-01 -9.669E+00 -8.882E-02 ,
8031,-9.669E-02 -8.505E-03 -2.358E+01 2.323E-01 -6.745E+00 2.705E-01 ,
8032,4.801E+00 4.050E+00 2.034E+01 -4.147E-01 -8.616E+00 -4.330E-01 ,
8033,1.848E-01 -1.127E+00 -7.676E-01 -1.235E-01 -9.532E+00 1.220E-01 ,
8034,8.983E-01 -3.264E-02 3.675E+01 3.468E-01 -5.889E+00 -5.294E-01 ,
8035,-4.915E-02 -7.953E-02 1.013E+01 -1.070E-02 -8.345E+00 3.660E-01 ,
8036,-4.775E-01 -8.156E-02 -3.121E+01 1.078E-01 -5.550E+00 2.178E-01 ,
8037,1.827E-01 -1.607E-01 2.559E+01 -5.640E-02 -5.258E+00 4.854E-01 ,
8038,-2.018E+00 1.219E-01 -3.666E+01 1.681E-01 -6.415E+00 1.993E-02 ,
8039,5.651E-01 1.461E-01 2.290E+01 -3.678E-02 -5.489E+00 4.030E-01 ,
8040,-9.666E-01 2.033E+00 2.023E+00 -2.278E-01 -2.921E+00 -9.853E-02 ,
8041,9.913E-02 -3.180E-01 4.132E+00 1.499E-01 -1.055E+01 -8.051E-02 ,
8042,-1.536E+01 -8.694E+00 -5.641E+01 3.912E-01 -8.812E+00 -3.557E+00 ,
8043,1.103E-01 -7.681E-01 6.907E+00 1.166E-01 -9.650E+00 -2.151E-01 ,
8044,1.470E-01 6.610E+00 2.909E+00 2.779E-01 -1.054E+01 -1.200E-01 ,
8045,2.020E-01 -1.106E+00 -6.741E+00 1.049E-01 -8.249E+00 -9.850E-02 ,
8046,4.902E-01 2.291E-02 2.464E+01 -2.003E-02 -3.912E+00 -7.057E-03 ,
8047,-1.594E-01 -3.478E-01 1.838E+01 -5.089E-02 -7.685E+00 3.280E-01 ,
8048,-5.222E-01 1.350E+00 5.406E+00 9.535E-02 -5.405E+00 2.290E-01 ,
8049,-8.592E-02 -1.224E+00 -1.329E+01 -2.365E-01 -5.152E+00 2.477E-02 ,
8050,-1.413E-02 -8.833E-01 -1.991E+01 1.831E-01 -4.443E+00 -2.060E-02 ,
8051,1.985E+00 -4.092E-02 4.618E+01 -3.867E-01 -4.282E+00 -3.882E-01 ,
8052,-2.736E-02 -3.891E-01 2.083E+01 1.776E-01 -6.885E+00 -5.265E-01 ,
8053,-2.853E-02 -1.900E-01 -3.104E+01 -2.190E-01 -5.117E+00 -4.329E-01 ,
8054,1.287E+00 -8.427E-02 3.957E+01 5.024E-01 -5.313E+00 -2.025E-01 ,
8055,-1.403E-03 -7.817E-02 -2.814E+01 -5.930E-02 -3.879E+00 -2.942E-01 ,
8056,2.078E-01 -7.635E-02 2.451E+01 2.273E-01 -7.118E+00 -3.712E-01 ,
8057,2.029E-01 2.210E-01 2.617E+01 -1.811E-01 -6.337E+00 3.894E-01 ,
8058,1.839E-01 1.576E-01 1.759E+01 8.008E-01 -8.137E+00 -2.710E-01 ,
8059,-5.183E+00 -4.280E+00 -3.323E+01 -8.577E-01 -7.744E+00 1.841E+00 ,
8060,1.516E-01 -6.217E-02 1.590E+01 -3.009E-02 -6.098E+00 5.327E-01 ,
8061,4.000E-01 4.526E+00 2.733E+00 3.167E-01 -1.043E+01 2.705E-01 ,
8062,1.761E-01 4.733E+00 3.133E+00 -1.832E-02 -1.113E+01 1.611E-01 ,
8063,1.538E-01 -2.250E-01 1.520E+01 -9.838E-02 -6.111E+00 4.248E-01 ,
8064,1.181E-01 -2.924E-01 6.513E+00 -2.197E-01 -9.489E+00 1.171E-01 ,
8065,1.046E-01 -7.034E-01 -4.034E+00 5.015E-01 -5.429E+00 1.119E-01 ,
8066,-8.997E+00 -1.746E+00 -5.214E+01 -1.137E-01 -6.083E+00 3.919E-01 ,
8067,-2.277E-01 2.109E-01 -3.556E+01 -1.537E-01 -4.108E+00 -4.054E-01 ,
8068,-5.604E-01 4.853E+00 1.996E+00 2.048E-01 -5.715E+00 -6.593E-02 ,
8069,2.400E-02 -1.815E-01 1.750E+01 2.742E-02 -4.880E+00 1.718E-01 ,
8070,-2.316E+00 -5.469E-01 -4.148E+01 -6.355E-01 -5.778E+00 2.792E-01 ,
8071,1.143E-01 6.828E+00 2.343E+00 -1.423E-01 -7.340E+00 4.995E-01 ,
8072,-1.297E-01 -2.782E-02 -5.350E+00 -1.149E+00 -8.767E+00 1.724E-02 ,
8073,8.873E-01 1.370E+01 2.827E+00 -7.113E-02 -1.094E+01 6.060E-01 ,
8074,-9.989E-02 -7.534E-01 -1.588E+01 -2.532E-01 -2.285E+00 2.262E-01 ,
8075,4.433E+00 3.815E+00 2.436E+01 -8.602E-01 -7.995E+00 -1.553E+00 ,
8076,-1.248E-02 1.866E-01 1.008E+01 3.094E-02 -7.773E+00 3.900E-01 ,
8077,1.450E+00 1.217E+01 3.470E+00 -1.590E-01 -1.011E+01 -6.810E-01 ,
8078,1.789E-01 -1.563E-01 3.348E+01 -4.871E-01 -5.729E+00 4.768E-01 ,
8079,3.230E-01 -8.348E-02 2.274E+01 -7.120E-02 -5.762E+00 -5.355E-01 ,
8080,-3.363E-02 5.462E-02 -3.065E+01 -1.728E-01 -4.845E+00 -3.775E-01 ,
8081,9.565E+00 1.591E+00 5.560E+01 6.862E-02 -5.039E+00 4.534E-01 ,
8082,7.339E-02 -3.222E-01 2.063E+01 -2.441E-05 -4.888E+00 -3.717E-01 ,
8083,-4.653E-01 4.543E+00 1.418E+00 -6.362E-01 -4.548E+00 -6.128E-02 ,
8084,1.414E-01 5.361E+00 4.592E+00 4.411E-01 -1.134E+01 4.399E-01 ,
8085,-4.810E-01 5.775E+00 2.060E+00 -3.075E-02 -7.200E+00 1.375E-02 ,
8086,-1.497E-01 2.986E-01 1.014E+01 4.325E-02 -5.171E+00 5.637E-01 ,
8087,1.894E+00 1.351E+01 3.276E+00 1.711E-01 -1.078E+01 1.314E-01 ,
8088,7.181E-02 -1.364E+00 -6.524E+00 -2.136E-01 -7.943E+00 9.464E-02 ,
8089,3.756E-01 4.629E-01 -3.609E+01 -2.584E-01 -4.444E+00 -3.768E-01 ,
8090,5.917E-02 -6.724E-01 7.158E+00 -6.948E-02 -9.950E+00 2.317E-01 ,
8091,7.508E-01 6.820E-01 3.655E+00 1.090E+00 -7.709E+00 1.410E-01 ,
8092,3.243E-01 2.247E-02 3.999E+01 3.263E-01 -4.191E+00 -7.064E-01 ,
8093,-3.198E-01 -7.184E-02 -3.368E+01 7.682E-02 -4.961E+00 4.339E-02 ,
8094,2.178E+00 -1.492E-01 4.584E+01 -2.239E-01 -3.697E+00 2.688E-01 ,
8095,2.218E-01 -4.160E-01 7.174E+00 -2.045E-01 -9.358E+00 1.936E-01 ,
8096,1.008E-01 1.705E-01 -7.406E+00 -6.700E-01 -9.200E+00 -1.579E-01 ,
8097,-4.631E+00 -3.100E+00 -2.327E+01 -8.312E-02 -8.930E+00 1.408E-02 ,
8098,5.098E+00 3.497E-01 4.817E+01 -2.978E-01 -5.035E+00 -1.170E-01 ,
8099,1.559E-01 -4.759E-01 4.122E+00 -1.092E-01 -9.651E+00 1.334E-01 ,
8100,-4.879E-03 -7.862E-01 -1.566E+01 2.273E-01 -4.023E+00 -5.175E-02 ,
8101,1.759E+00 2.303E+00 1.761E+01 1.128E+00 -7.737E+00 8.388E-01 ,
8102,1.032E-01 -1.778E-01 -1.280E+01 -3.218E-01 -8.737E+00 -1.673E-01 ,
8103,3.705E-01 2.929E-02 2.928E+01 -4.357E-02 -4.176E+00 3.863E-01 ,
8104,6.601E-02 1.302E-01 -3.220E+01 1.337E-01 -4.875E+00 4.104E-01 ,
8105,-1.872E-01 6.837E+00 8.528E-01 -7.642E-01 -4.708E+00 -4.858E-02 ,
8106,-3.427E-01 8.187E-01 5.090E+00 1.756E-01 -4.199E+00 4.560E-01 ,
8107,-3.294E-03 -3.545E-01 -1.596E+01 3.175E-01 -7.923E+00 2.169E-01 ,
8108,-6.326E-02 -8.319E-01 -1.649E+01 2.310E-01 -4.503E+00 -8.392E-02 ,
8109,1.206E-01 -1.023E+00 6.848E-01 -9.728E-02 -9.599E+00 6.265E-02 ,
8110,7.203E-01 2.713E-02 3.653E+01 4.339E-02 -4.346E+00 -4.870E-01 ,
8111,-2.112E+00 1.645E+00 -3.946E+00 -5.992E-01 -3.070E+00 -1.353E+00 ,
8112,5.363E-01 3.487E-01 2.079E+00 2.024E-01 -7.473E+00 2.856E-02 ,
8113,-1.464E-02 -7.219E-01 -1.650E+01 1.175E-01 -3.570E+00 -5.447E-02 ,
8114,1.549E-02 5.958E-02 -2.573E+01 -2.326E-01 -5.091E+00 -8.218E-02 ,
8115,2.457E-01 -7.733E-02 -2.523E+01 1.516E-01 -2.394E+00 8.558E-02 ,
8116,-1.744E-01 -7.218E-01 -2.721E+00 1.792E-01 -9.143E+00 -6.176E-02 ,
8117,1.345E-01 -1.937E-01 -2.078E+01 -1.048E-01 -3.116E+00 1.913E-02 ,
8118,1.456E-01 2.071E-02 2.403E+01 4.196E-02 -5.589E+00 -2.421E-02 ,
8119,-8.348E-01 -1.179E+00 -1.097E+01 -5.924E-01 -2.237E+00 -1.868E-01 ,
8120,-2.225E-01 -7.900E-01 -1.543E+01 -3.095E-01 -2.803E+00 1.102E-01 ,
8121,1.410E+00 1.879E+01 1.594E+00 -4.789E-01 -8.613E+00 3.979E-01 ,
8122,2.968E+00 2.447E+01 3.994E+00 2.572E-02 -1.149E+01 6.022E-01 ,
8123,3.540E-02 -1.107E+00 8.735E-01 6.446E-02 -9.832E+00 -7.843E-02 ,
8124,1.242E-02 -1.821E-01 1.193E+01 5.011E-02 -8.314E+00 -3.380E-01 ,
8125,-4.847E-01 1.959E+00 4.171E+00 2.042E-01 -4.888E+00 2.390E-01 ,
8126,9.274E-01 1.508E-01 3.820E+01 -1.408E-02 -4.121E+00 -2.618E-01 ,
8127,7.738E-03 -3.878E-01 1.496E+01 -2.509E-02 -7.746E+00 3.089E-01 ,
8128,-4.969E-02 5.976E-01 8.678E+00 1.463E-01 -6.409E+00 4.912E-01 ,
8129,1.090E-02 5.917E+00 2.827E+00 -3.076E-01 -9.148E+00 2.962E-03 ,
8130,6.098E-02 -8.440E-01 -8.629E+00 -1.528E-01 -8.345E+00 5.592E-02 ,
8131,2.218E-01 4.152E-02 2.235E+01 -6.330E-02 -5.560E+00 1.982E-02 ,
8132,-9.749E-01 -1.407E+00 -5.580E+00 1.082E+00 -6.494E+00 -4.681E-01 ,
8133,-1.248E-01 -1.196E-01 3.532E+00 -6.767E-01 -9.178E+00 1.694E-01 ,
8134,4.137E-03 -1.472E-01 -1.389E+01 2.543E-01 -8.215E+00 1.168E-01 ,
8135,-1.979E-01 4.100E+00 2.691E+00 4.301E-01 -6.566E+00 1.111E-01 ,
8136,7.131E+00 6.187E+00 2.461E+01 -6.001E-02 -7.924E+00 -5.367E-01 ,
8137,1.062E+01 7.249E+00 4.145E+01 4.218E-01 -8.269E+00 1.874E+00 ,
8138,3.994E+00 3.896E+00 1.491E+01 5.948E-01 -7.234E+00 8.884E-01 ,
8139,4.056E-02 -3.001E-01 1.502E+01 -4.682E-02 -6.658E+00 5.017E-01 ,
8140,-3.923E-01 7.812E-01 5.374E+00 -8.744E-02 -3.719E+00 -5.543E-01 ,
8141,1.169E-01 -1.793E-01 2.226E+01 -9.707E-02 -5.222E+00 5.994E-01 ,
8142,-6.166E-01 -6.765E-01 -1.754E+01 1.481E-01 -1.697E+00 7.703E-02 ,
8143,-3.376E-01 6.513E-01 1.898E+00 -6.214E-02 -1.573E+00 -3.625E-01 ,
8144,-2.966E-01 -3.102E-01 -8.148E-01 -1.163E+00 -7.143E+00 3.057E-02 ,
8145,-6.225E-01 -9.683E-01 -1.178E+01 -3.748E-01 -2.749E+00 -1.100E-01 ,
8146,-2.472E+00 -2.823E+00 -1.778E+01 -1.136E+00 -6.928E+00 1.143E+00 ,
8147,2.071E-01 -4.205E-01 2.855E+01 -5.228E-02 -5.526E+00 4.197E-02 ,
8148,3.177E-01 2.891E+00 2.577E+00 -4.915E-01 -9.931E+00 -3.902E-01 ,
8149,1.520E+00 1.913E+01 1.982E+00 4.565E-01 -9.652E+00 -3.796E-01 ,
8150,7.288E-02 5.983E-01 8.247E+00 5.680E-02 -8.640E+00 3.012E-01 ,
8151,2.786E-01 4.585E-02 2.154E+01 5.118E-02 -6.021E+00 5.642E-02 ,
8152,1.588E+00 2.342E+00 1.068E+01 1.006E+00 -6.993E+00 7.504E-01 ,
8153,6.952E-02 -1.088E+00 3.047E+00 -1.099E-01 -9.886E+00 1.463E-01 ,
8154,1.334E-01 -1.327E+00 1.096E+00 -1.163E-01 -1.012E+01 1.113E-01 ,
8155,5.030E-02 -2.253E-01 -2.537E+01 5.965E-02 -5.326E+00 2.094E-01 ,
8156,-3.330E+00 -8.512E-01 -4.265E+01 7.684E-01 -5.821E+00 -8.363E-01 ,
8157,-8.084E-02 -2.150E-01 -1.297E+01 5.629E-01 -8.663E+00 2.064E-01 ,
8158,-1.004E+00 3.026E+00 1.819E+00 2.416E-01 -3.650E+00 -2.817E-02 ,
8159,-3.942E-01 3.544E+00 1.985E+00 4.321E-01 -4.445E+00 1.271E-01 ,
8160,-2.630E-01 4.875E-01 -4.622E+01 5.070E-02 -2.816E+00 3.940E-01 ,
8161,-9.041E-01 -1.996E-01 -3.851E+01 -4.182E-01 -5.205E+00 -3.232E-01 ,
8162,2.021E+00 -3.542E-01 4.013E+01 -1.166E-01 -5.385E+00 -3.526E-02 ,
8163,1.130E+00 1.697E+00 6.385E+00 -9.622E-01 -7.729E+00 -1.390E-01 ,
8164,-2.182E-01 -2.151E-01 1.510E+01 1.874E-02 -4.175E+00 1.332E-01 ,
8165,7.805E-01 -1.287E-01 3.890E+01 2.521E-02 -4.177E+00 -2.176E-01 ,
8166,5.492E+00 3.041E+01 6.324E+00 -5.330E-02 -1.438E+01 -1.488E+00 ,
8167,-4.316E-01 -1.022E+00 -1.374E+01 2.570E-01 -3.012E+00 -4.383E-02 ,
8168,2.049E-01 -2.373E-01 -2.419E+01 2.011E-02 -3.957E+00 -3.469E-02 ,
8169,1.299E-01 -3.606E-01 2.533E+01 1.307E-01 -5.185E+00 -5.338E-01 ,
8170,-3.135E+00 -3.977E+00 -3.065E+01 1.026E+00 -6.795E+00 -1.978E+00 ,
8171,-1.982E-01 -1.002E-01 -3.296E+01 1.667E-01 -4.594E+00 5.077E-01 ,
8172,-2.587E-02 -3.983E-01 1.722E+01 9.155E-02 -6.345E+00 3.306E-01 ,
8173,1.732E-02 -3.832E-02 7.707E+00 1.236E-02 -1.045E+01 -1.606E-01 ,
8174,-5.760E-02 4.378E-01 9.165E+00 -1.485E-01 -5.931E+00 -6.519E-01 ,
8175,1.557E-01 4.893E-03 -2.031E+01 -2.753E-01 -7.762E+00 -2.025E-01 ,
8176,-5.936E-02 -2.401E-02 -3.086E+01 -5.799E-02 -3.913E+00 3.255E-01 ,
8177,2.771E-02 4.869E-02 3.020E+01 1.955E-01 -5.246E+00 -4.719E-01 ,
8178,4.809E+00 3.330E+00 4.441E+01 7.320E-01 -6.520E+00 2.649E+00 ,
8179,8.890E-01 1.059E+00 2.269E+01 -1.267E+00 -7.358E+00 -2.825E-01 ,
8180,1.302E+00 -6.108E-01 4.319E+01 7.423E-02 -3.922E+00 -2.312E-01 ,
8181,2.684E+00 -1.954E-01 3.861E+01 2.755E-01 -6.335E+00 -1.278E-01 ,
8182,2.425E-01 -3.213E-01 3.350E+01 1.377E-01 -4.971E+00 -6.073E-01 ,
8183,-2.274E-01 -1.378E-02 -3.978E+01 1.040E-01 -3.138E+00 7.162E-01 ,
8184,9.696E-01 1.143E+01 4.527E+00 -8.075E-01 -9.998E+00 -1.139E+00 ,
8185,5.517E-02 6.503E-01 6.515E+00 -1.262E-02 -1.054E+01 -1.756E-01 ,
8186,-5.226E+00 -5.084E+00 -3.932E+01 -7.612E-01 -6.867E+00 2.771E+00 ,
8187,-3.464E+00 -2.409E+00 -3.935E+01 -8.605E-01 -6.966E+00 1.388E+00 ,
8188,-6.135E+00 -5.876E+00 -2.294E+01 -5.992E-01 -7.040E+00 1.972E+00 ,
8189,-4.950E-01 -1.155E+00 -1.414E+01 4.338E-01 -1.904E+00 3.445E-02 ,
8190,-6.027E-03 1.402E-01 -1.958E+01 -5.658E-01 -7.983E+00 -3.442E-01 ,
8191,-2.769E-03 -3.744E-01 2.550E+01 5.686E-02 -5.718E+00 -1.007E-01 ,
8192,-8.007E-01 2.563E+00 -1.541E+00 4.497E-01 -5.338E+00 1.181E+00 ,
8193,7.543E-01 -7.072E-03 4.677E+01 3.166E-01 -3.196E+00 -1.904E-01 ,
8194,-1.142E-01 7.921E+00 1.677E+00 -1.656E-01 -7.368E+00 4.684E-02 ,
8195,3.150E+00 2.020E+01 4.880E+00 3.957E-01 -1.064E+01 -7.996E-01 ,
8196,-6.313E-01 -1.298E+00 -8.571E+00 -6.497E-01 -2.777E+00 -1.793E-01 ,
8197,6.477E-01 8.313E+00 2.012E+00 1.728E-02 -7.942E+00 1.394E+00 ,
8198,-3.706E-02 9.193E-03 -9.089E+00 1.035E+00 -8.835E+00 1.308E-01 ,
8199,-9.866E-02 1.466E-01 1.282E+01 -3.273E-02 -4.175E+00 -5.970E-01 ,
8200,3.699E+00 2.015E-01 4.284E+01 1.305E-01 -6.218E+00 3.032E-01 ,
8201,4.719E-01 1.641E+01 6.847E-01 -7.283E-01 -7.450E+00 2.572E-01 ,
8202,-3.391E-02 -3.672E-01 -2.079E+01 1.672E-03 -2.773E+00 1.051E-01 ,
8203,1.766E-01 -1.512E-01 3.251E+01 4.450E-01 -5.931E+00 -4.388E-01 ,
8204,-8.368E-01 2.158E-01 -4.076E+01 1.572E-01 -3.927E+00 2.894E-01 ,
8205,1.280E+00 1.252E+00 4.592E+00 4.549E-01 -6.877E+00 2.822E-01 ,
8206,-1.454E-01 -5.267E-01 -1.542E+00 -2.181E-01 -9.390E+00 1.237E-01 ,
8207,8.927E-01 9.602E-01 2.038E+01 1.055E+00 -7.899E+00 1.952E-01 ,
8208,-1.063E-01 -1.546E-01 -3.466E+00 8.062E-01 -9.250E+00 -6.815E-02 ,
8209,1.921E-01 6.028E+00 3.598E+00 -3.227E-02 -1.188E+01 -2.146E-01 ,
8210,-7.226E+00 -2.216E+00 -4.532E+01 2.475E-01 -7.244E+00 -1.131E+00 ,
8211,6.685E+00 4.552E+00 2.931E+01 1.559E-01 -8.742E+00 8.512E-02 ,
8212,7.710E-01 -1.653E-01 3.996E+01 2.682E-01 -4.088E+00 -3.293E-01 ,
8213,-7.548E+00 -5.085E+00 -3.724E+01 -6.950E-01 -7.689E+00 2.204E+00 ,
8214,2.367E-01 -1.400E-02 3.831E+01 1.002E-01 -4.187E+00 -6.777E-01 ,
8215,5.340E-01 7.000E+00 3.810E+00 7.170E-01 -1.009E+01 7.768E-01 ,
8216,-2.097E-01 -3.942E-01 -3.676E+00 -4.345E-01 -9.275E+00 1.284E-03 ,
8217,2.982E-01 -6.344E-02 6.698E+00 3.831E-01 -9.549E+00 -1.429E-01 ,
8218,-1.295E+00 1.823E+00 -2.580E+00 2.672E-01 -4.230E+00 5.357E-01 ,
8219,5.130E-01 1.088E+01 2.064E+00 3.634E-01 -8.999E+00 -1.775E-01 ,
8220,-2.991E-01 1.053E+00 3.163E+00 1.572E-01 -3.135E+00 3.457E-01 ,
8221,3.000E+00 2.059E+01 3.106E+00 -1.156E-01 -1.068E+01 8.557E-02 ,
8222,1.636E-01 -2.336E-02 2.780E+01 -4.104E-01 -6.705E+00 3.622E-01 ,
8223,4.868E+00 6.895E-01 4.312E+01 2.043E-01 -6.455E+00 9.282E-02 ,
8224,3.573E-01 -1.059E-01 2.710E+01 9.424E-02 -5.568E+00 -5.681E-02 ,
8225,1.175E-01 -2.114E-01 2.872E+01 1.305E-01 -3.785E+00 -7.266E-01 ,
8226,8.122E+00 3.668E+00 4.592E+01 -4.386E-01 -7.542E+00 -1.861E+00 ,
8227,2.662E-01 -2.268E-02 3.569E+01 9.421E-02 -3.395E+00 -6.687E-01 ,
8228,4.813E-02 -3.548E-01 2.738E+01 -1.818E-02 -4.544E+00 -6.348E-01 ,
8229,2.086E-01 2.655E-01 2.676E+01 5.886E-01 -6.704E+00 -2.687E-01 ,
8230,6.765E-02 -3.067E-01 2.479E+01 3.916E-01 -7.274E+00 -2.593E-01 ,
8231,8.948E-01 1.069E+00 2.346E+01 -1.069E+00 -7.704E+00 1.987E-01 ,
8232,7.453E+00 1.461E+00 5.214E+01 8.810E-02 -5.522E+00 1.075E+00 ,
8233,-7.762E-01 -5.043E-01 -3.416E+01 4.284E-01 -5.739E+00 3.958E-01 ,
8234,-8.968E-02 6.709E-01 3.646E+00 1.198E-01 -1.091E+01 -1.160E-02 ,
8235,2.391E-01 -2.401E-02 -2.637E+01 1.209E-01 -5.370E+00 3.759E-01 ,
8236,-6.707E-02 7.606E-01 7.031E+00 -1.764E-02 -8.935E+00 -2.822E-01 ,
8237,2.684E-01 -1.316E-01 1.632E+01 -5.834E-03 -6.375E+00 4.654E-01 ,
8238,1.272E+00 1.567E-01 5.004E+01 2.841E-01 -3.138E+00 4.653E-01 ,
8239,-1.448E-02 9.717E+00 1.333E+00 6.471E-01 -6.614E+00 -1.035E-01 ,
8240,-1.705E-01 8.403E+00 1.555E+00 7.205E-01 -6.661E+00 -6.458E-02 ,
8241,4.194E+00 1.734E+00 4.361E+01 -5.672E-01 -6.370E+00 -1.369E+00 ,
8242,-1.679E-01 5.718E-01 8.784E+00 -4.062E-04 -5.947E+00 -8.426E-02 ,
8243,-3.185E+00 -1.055E+00 -4.310E+01 -5.627E-01 -6.084E+00 9.669E-01 ,
8244,3.732E-01 4.437E-01 1.871E+01 -8.743E-01 -8.353E+00 2.533E-01 ,
8245,6.522E-03 -1.003E+00 -1.494E+01 -1.494E-01 -5.518E+00 1.030E-01 ,
8246,2.241E-01 4.761E+00 2.181E+00 -7.897E-01 -8.787E+00 -6.051E-01 ,
8247,-2.775E-01 2.156E-01 -3.055E+01 3.407E-01 -5.991E+00 3.824E-01 ,
8248,-7.816E+00 -6.592E+00 -3.091E+01 5.587E-01 -8.103E+00 -1.968E+00 ,
8249,2.062E-02 -2.905E-02 -2.367E+01 -8.061E-02 -4.599E+00 -4.236E-02 ,
